Assignment Fulfillment Entity 1,Assignment Fulfillment Entity 2,Role Demand type,Career Track,Location Radius,Source Location,Project Metro City,Project Supervising Entity,Sold,Client Contract Based,Assignment Title,Description,Requested Start Date,End Date,Status,Career Level From,Career Level To,Talent Segment,Assigned Role,Assignment Primary Specialization Level 1,Assignment Primary Specialization Level 2,Assignment Primary Specialization Level 3,Assignment Primary Specialization Level 4,Quadrant 1,Quadrant 2
Financial Services , FS AAPAC OU ,New,Client & Market,In Country,Sydney,Sydney,Financial Services ,Yes,No,Front End Development,"Lead innovation via digital technology. Work in disruptive digital environment, complex technologies, help clients sort through technologies, their capabilities and apply them to create value. Depth in solution understanding, Digital capabilities (ecommerce/mobility/interactive) & breadth in technology products, patterns & implementation approaches. Contribute to assets/offerings & thought leadership. Act as Subject Matter Expert in area of expertise and enhance Accenture's marketplace reputation.",2020-01-21T00:00,2020-06-30T00:00,Open - Confirming Candidate,10,9,Technology Architecture                 ,Digital Technical Architect,Function,Function Specialization L2,CFO & EV,Digital Finance Technologies,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client & Market,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Business Analyst STAFF (Joshua Ruhle),"Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information.",2020-03-02T00:00,2020-08-28T00:00,Open - Confirming Candidate,11,10,Business & Technology Integration       ,Business Analyst,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Accenture Technology , Technology Geographic Unit ,New,Client & Market,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Project Scheduler STAFF (Jack Bennett),"Support the service delivery or product team(s) in managing resources, projects and budgets to meet the goals of the business and clients. When required, develop and execute demand management processes, provide training and education on standard project management requirements and methods, facilitate project governance and reporting, and create models to improve business decisions.",2020-03-02T00:00,2020-08-28T00:00,Open - Confirming Candidate,11,10,"Program, Project & Service Mgmt         ",Business Operations - PMO Practitioner,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Accenture Digital , Accenture Applied Intelligence ,New,Client & Market,In Geographic Area,Kuala Lumpur,Kuala Lumpur,Products ,Yes,No,Data Visualisation Analyst,Drive innovation and Intellectual property (IP) around specific analytics models and offerings,2020-02-15T00:00,2020-06-14T00:00,Open - New,11,10,Analytics                               ,Analytics Practitioner,Function,Function Specialization L2,Supply Chain & Operations,Supply Chain Analytics,0,0
Resources , RES AAPAC OU ,New,Client & Market,In Country,Melbourne,Melbourne,Resources ,Yes,No,Business Energy Change Analyst,"Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information.

Team Lead for Business Analysts determining requirements for Process, System and Reporting changes.",2020-06-01T00:00,2020-12-23T00:00,Open - In Process,11,10,Business & Technology Integration       ,Business Analyst,Technology,Technology Specialization L2,Oracle,Oracle Utilities Apps Framework,0,0
Accenture Technology , Technology Geographic Unit ,New,Client & Market,In Country,Melbourne,Melbourne,Products ,Yes,No,Technical Tester,"1.	To be able to manage stakeholders, communicate effectively and perform technical consultant role.
2.	Must have delivered Non-functional (Performance) testing phases (lead) of any small-medium scale projects with multi-tier technology landscape.
3.	Must have defect management expertise across all above phases and should be able to manage defects either using Microfocus ALM and/or JIRA or qTest – application delivery management tools.
4.	Must have expertise in managing Traceability across business requirements, test scenarios/cases, defects using either using Microfocus ALM and/or JIRA or qTest – application delivery management tools.
5.	Must have PT/OAT testing experience in both waterfall and Agile delivery methodology and be able to test delivery.
6.	Must have experience in delivering POCs, PT, OAT phases of testing SDLC for any of the Salesforce cloud (SaaS) stack – Sales, Marketing, Services, Analytics and either SAP or Oracle technology stacks.",2020-10-01T00:00,2021-07-31T00:00,Open - New,11,10,Software Engineering                    ,Tester,Technology,Technology Specialization L2,AWS,Amazon Web Services,0,0
"Communications, Media & Technology ", CMT AAPAC OU ,New,Client & Market,In Country,Sydney,Sydney,"Communications, Media & Technology ",Yes,No,SOW28 Fixed Wireless - FW Outages Optimisation,Data Driven Process Improvement/ DMAIC,2020-02-24T00:00,2020-05-29T00:00,Open - In Process,11,10,Business & Technology Integration       ,Business Process Designer,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Financial Services , FS AAPAC OU ,New,Client & Market,In Country,Sydney,Sydney,Financial Services ,Yes,No,Business Analyst,"- document epics and high level requirements
- document stories and detailed business requirements
- document user journeys and storyboards
- engage and manage business stakeholders",2020-02-07T00:00,2020-08-31T00:00,Open - New,11,10,"Program, Project & Service Mgmt         ",Program/Project Manager,Function,No Function Category,No Function Specialization,,0,0
Financial Services , FS AAPAC OU ,New,Client & Market,In Country,Sydney,Sydney,Financial Services ,Yes,No,Technical Business Analyst,"- Conduct fit gaps analysis and provide recommendations with regards to the solution blueprint and technical architecture.
- Document technical requirements",2020-02-07T00:00,2020-08-31T00:00,Open - New,11,10,"Program, Project & Service Mgmt         ",Program/Project Manager,Function,No Function Category,No Function Specialization,,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client & Market,In Country,Sydney,Melbourne,Financial Services ,Yes,No,Technology Analyst,"Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information.

The description has been defaulted based on the Assigned Role selected; modify as needed to indicate any project specific details",2020-02-03T00:00,2020-06-11T00:00,Open - In Process,11,10,Business & Technology Integration       ,Business Analyst,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Accenture Technology , Technology Geographic Unit ,Backfill,Client & Market,In Country,Melbourne,Melbourne,Products ,Yes,No,ORS Support Analyst,"Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information.",2020-05-15T00:00,2021-06-30T00:00,Open - In Process,11,11,Business & Technology Integration       ,Business Analyst,Technology,Technology Specialization L2,Data Business Group,Data & Analytics Strategy,0,0
Other , GM Consulting Analyst Program ,New,Client & Market,In Country,Melbourne,Melbourne,"Communications, Media & Technology ",Yes,No,Coordinator,"Track program status, support status meetings with agenda/minutes and other documentation, maintain NBN tools including Confluence.",2020-02-18T00:00,2020-06-30T00:00,Open - New,11,11,"Program, Project & Service Mgmt         ",Business Operations - PMO Practitioner,Technology,No Technology Category,No Technology Specialization,,0,0
Other , GM Consulting Analyst Program ,New,Client & Market,In Country,Melbourne,Melbourne,"Communications, Media & Technology ",Yes,No,Business Analyst,"Contribute to the maturity of security business initiatives in the backlog to an agreed business accepted set of capability requirements which specify the required scope ready for sizing and building commencement by NBN Co's SEO delivery teams:
This will require:
	Attending delivery team daily stand-ups and other SAFe (Scaled Agile Framework) workshops, consisting of Pre-PI (Program Increment) and PI workshops
	Supporting the delivery team by clarifying requirements and assisting with removal of blockers  
	Liaising with business stakeholders within security and other nbn business units.
",2020-02-18T00:00,2020-06-30T00:00,Open - Confirming Candidate,11,11,Business & Technology Integration       ,Business Analyst,Technology,No Technology Category,No Technology Specialization,,0,0
